text,label,spam_categories,target_Bank Scam,target_Gambling Promotion,target_General Spam,target_Phishing,cleaned_text,nb_label
"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",Phishing,['Phishing'],0,0,0,1,ur chance win wkly shopping spree txt shop tscs urllink custcare xpwk,Spam
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm","Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,urgent your mobile no bonus caller prize nd attempt reach you call asap boxnqp ppm,Spam
Hiring: Amazon PH Part-time. Earn 3000-8000 daily. Msg us: wa.me/639434489558,Phishing,['Phishing'],0,0,0,1,hiring amazon ph parttime earn daily msg u wame,Spam
"NEVER SHARE YOUR OTP especially on social media and SMS or email links. GCash will only need your MPIN or OTP when using the GCash App. Your OTP to link your device is 918751. If this was not you, please ignore. yyAfcYn/qSW.",Ham,[],0,0,0,0,never share your otp especially social medium sm email link gcash only need your mpin otp using gcash app your otp link your device not you please ignore yyafcynqsw,Ham
Facebook: Ur account will be disabled. Appeal here: bit.ly/ph-32383,Phishing,['Phishing'],0,0,0,1,facebook ur account disabled appeal here urllink,Spam
Need bigger load? Check out GCash 'Borrow Load' for more info. Need extra data to connect this Christmas? Borrow 40MB valid for 1 day and pay just P6 on your next reload. Text MBSOS to 3733 or dial *143# and choose LOANS. Make sure to settle any unpaid loan first to unlock the loans service again.,Ham,[],0,0,0,0,need bigger load check gcash borrow load more info need extra data connect christmas borrow mb valid day pay just p your next reload text mbsos dial choose loan make sure settle unpaid loan first unlock loan service,Ham
"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",General Spam,['General Spam'],0,0,1,0,want cock hubby away need real man satisfy txt wife no string action txt stop end txt rec ea otbox la w,Spam
I plane to give on this month end.,Ham,[],0,0,0,0,plane give month end,Ham
"talmudizestample.gl/xknxqk2m Mag-sign up, maglaro, at manalo! Libreng deposito, handa na para sayo.",Gambling Promotion,['Gambling Promotion'],0,1,0,0,talmudizestampleglxknxqkm magsign maglaro manalo libreng deposito handa sayo,Spam
MA'AM/SIR! GCASH iAccess needs validation due to suspicious activity: bit.ly/secure-ph-213862,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,maamsir gcash iaccess need validation due suspicious activity urllink,Spam
New member bonus from P0BWC! Deposit 100 get 300. Mabilis payout via Gcash: bit.ly/secure-ph-519811,"Bank Scam, Gambling Promotion, Phishing","['Bank Scam', 'Gambling Promotion', 'Phishing']",1,1,0,1,new member bonus pbwc deposit get mabilis payout via gcash urllink,Spam
Verify your RCBC mobile number to avoid account deletion. Update here: bit.ly/secure-ph-502758,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,verify your rcbc mobile number avoid account deletion update here urllink,Spam
Looking for extra income? Zalora needs 50 people for remote work. Register: bit.ly/secure-ph-738331,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income zalora need people remote work register urllink,Spam
Add-to-cart lang kahit paubos na ang data. Palista muna ng GIGA STORIES 50. Kaya Today with Borrow Load!,Ham,[],0,0,0,0,addtocart kahit paubos data palista muna giga story kaya today borrow load,Ham
Big offer for welcome back up to 50%! Screenshot this to W19 Games customer service to redeem! tinyurl.com/3zr8d7r6,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,big offer welcome back screenshot w game customer service redeem urllink,Spam
"We are unable to process your Bank Transfer to your LANDBANK / OFBank account. For assistance, please visit the GCash Help Center. Ticket No. 0003774742826.",Ham,[],0,0,0,0,we unable process your bank transfer your landbank ofbank account assistance please visit gcash help center ticket no,Ham
You've been out a while and we're starting to miss you! We hope we can make you smile with a treat. Here's FREE 150MB for surfing valid for 2 days which you can enjoy when you load at least P10 one time by 08/10/2023! #BestTimeWithGlobe REF#: FGRT1,Ham,[],0,0,0,0,youve starting miss you we hope we make you smile treat here free mb surfing valid day you enjoy you load least p one time besttimewithglobe ref fgrt,Ham
"6Big wins, small bets! 100 pesos becomes 50K in 177bet Dare to win at 12sg.cfd",General Spam,['General Spam'],0,0,1,0,big win small bet peso becomes k bet dare win sgcfd,Spam
You have received P100.00 GCash from Robinsons Supermarket CI w/ MSG - 281010908242604533173338. Your new balance is P150.00 05-15-22 6:03PM. Ref no. 0004510701180.,Ham,[],0,0,0,0,you received p gcash robinson supermarket ci w msg your new balance p pm ref no,Ham
Looking for side hustle? Watch videos & earn 500-1500. Join: wa.me/639383732977,Phishing,['Phishing'],0,0,0,1,looking side hustle watch video earn join wame,Spam
GCASH-Alert: Unauthorized access from Quezon City. Click: bit.ly/gc-secure-acct,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,gcashalert unauthorized access quezon city click urllink,Spam
"HALOCELL: Here is your Halocell content for the day: https://7me.co/dl/ETMC5cA You have been charged P5.00 for this. To opt out for free, reply PLAY OFF.",Phishing,['Phishing'],0,0,0,1,halocell here your halocell content day urllink you charged p opt free reply play,Spam
Laging suliting ang load bago pa ito mag-expire! Expired na ang promo? Load your fave TIKTOK SAYA 50 with just a tap sa Smart App o sa suking tindahan!,Ham,[],0,0,0,0,laging suliting load bago magexpire expired promo load your fave tiktok saya just tap smart app suking tindahan,Ham
I like you peoples very much:) but am very shy pa.,Ham,[],0,0,0,0,like you people much shy,Ham
P50.00 has been loaded to your mobile number 9548058067. Trace No: 98294857 01/29/2023 16:17:03.185.,Ham,[],0,0,0,0,p loaded your mobile number trace no,Ham
Palakasin ang iyong first deposit at maglaro ng more games with 100% bonus at may free red envelope. wi96.mobi,Gambling Promotion,['Gambling Promotion'],0,1,0,0,palakasin iyong first deposit maglaro more game bonus may free red envelope wimobi,Spam
Happy Jackpot Slot Weekend at GoJackpotCity! Join MADNESS SLOT to win 4777 prizes & get 53% extra deposit bonus. New users get 153% bonus. Visit GoJpluck.com,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,happy jackpot slot weekend gojackpotcity join madness slot win prize get extra deposit bonus new user get bonus visit gojpluckcom,Spam
Gawin ang iyong unang deposito ng 177P sa 177BET at makakuha ng 100% deposit bonus! Doblehin ang iyong deposito ngayon! Huwag itong palampasin!  177beta.xyz,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,gawin iyong unang deposito p bet makakuha deposit bonus doblehin iyong deposito ngayon huwag itong palampasin betaxyz,Spam
BDO: Ur account is restricted. Pls verify identity now d2: bit.ly/secure-ph-876198,"Bank Scam, Phishing","['Bank Scam', 'Phishing']",1,0,0,1,bdo ur account restricted pls verify identity now urllink,Spam
attendance moko,Ham,[],0,0,0,0,attendance moko,Ham
Keep your devices safe with Smart Phone Protect! Punta na sa https://smart.iglooinsure.com/ at mag-subscribe na gamit ang TNT load!,Ham,[],0,0,0,0,keep your device safe smart phone protect punta urllink magsubscribe gamit tnt load,Ham
You've successfully registered to GCash American Express Virtual Pay. You can now view the card details in GCash App. Please make sure you fund your GCash wallet before purchasing online. Thank you!,Ham,[],0,0,0,0,youve successfully registered gcash american express virtual pay you now view card detail gcash app please make sure you fund your gcash wallet purchasing online thank you,Ham
"Your PHP 2,760.00 reward is waiting! Available for cash out from 8:31-11:50, 12:00-15:45, 16:00-20:45. Don't miss your chance! https://bit.ly/490pcAr",Phishing,['Phishing'],0,0,0,1,your php reward waiting available cash dont miss your chance urllink,Spam
Netflix PH: Your membership is on hold. Update payment to continue: bit.ly/secure-ph-699946,Phishing,['Phishing'],0,0,0,1,netflix ph your membership hold update payment continue urllink,Spam
Sali na sa pinaka-malambot na slots sa MEGA-PANALO. Dito ang daming nananalo: bit.ly/secure-ph-859257,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,sali pinakamalambot slot megapanalo dito daming nananalo urllink,Spam
FREE entry into our £250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,Phishing,['Phishing'],0,0,0,1,free entry our weekly comp just send word enter now tc urllink cust care,Spam
Your payment of P149.00 to Netflix Inc. has been successfully processed on 12-17-22 04:45:09 PM. Ref. No. 079669961,Ham,[],0,0,0,0,your payment p netflix inc successfully processed pm ref no,Ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,General Spam,['General Spam'],0,0,1,0,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sptyrone,Spam
"Be Ready Celebrate Thank God It's Friday on January 19, For Free 6,888p at GoJackpot! New Userss Get Free 777p + 177p & 158% Extra Bonus Now at GoJackpotPh1.icu","Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,ready celebrate thank god friday january free p gojackpot new userss get free p p extra bonus now gojackpotphicu,Spam
"K, text me when you're on the way",Ham,[],0,0,0,0,k text youre way,Ham
anong oras byahe mo bukas,Ham,[],0,0,0,0,anong oras byahe bukas,Ham
Ninja Van: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-542810,Phishing,['Phishing'],0,0,0,1,ninja van parcel held distribution center pay custom fee urllink,Spam
Looking for extra income? Telegram Task needs 50 people for remote work. Register: bit.ly/secure-ph-443023,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income telegram task need people remote work register urllink,Spam
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,Phishing,['Phishing'],0,0,0,1,your account xxxxxxxxx show unredeemed point claim call identifier code xxxxx expires,Spam
999BET: 200% bonus! Register na & get free credits. Laro na: bit.ly/ph-35917,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,bet bonus register get free credit laro urllink,Spam
Please update the tracking sheet once you're done.,Ham,[],0,0,0,0,please update tracking sheet youre done,Ham
"Transactions are made even more convenient when you use QR! Just log in to the BDO Online app, and tap QR to select from these transactions: Send Money, Request Money, Withdraw Money or Deposit Money. Try it now!",Ham,[],0,0,0,0,transaction made even more convenient you use qr just log bdo online app tap qr select transaction send money request money withdraw money deposit money try now,Ham
Your Netflix verification code is 103777.,Ham,[],0,0,0,0,your netflix verification code,Ham
GrabExpress: Parcel held at distribution center. Pay customs fee: bit.ly/secure-ph-815852,Phishing,['Phishing'],0,0,0,1,grabexpress parcel held distribution center pay custom fee urllink,Spam
"Ready, set, WIN! Join Xiaomi POP Run 2025 with Globe Prepaid on August 30, 2025 at Filinvest Alabang, and enjoy fun, fitness, exciting prizes PLUS free Globe Prepaid SIMs. Visit the official Xiaomi PH Facebook page for details. No advisories? Text OFF to 2686 for free.",Ham,[],0,0,0,0,ready set win join xiaomi pop run globe prepaid august filinvest alabang enjoy fun fitness exciting prize plus free globe prepaid sims visit official xiaomi ph facebook page detail no advisory text free,Ham
"Loading has never been this rewarding! Purchase Smart REGULAR LOAD 100 via PayMaya App and get free 60 Allnet Mins & Unli Allnet Texts for 3 days. Regular load is valid until 1 year and you can still register to other data bundles while subscribing to this promo. This is EXCLUSIVE on the PayMaya App only from February 20 to May 20, 2022. Get yours now: https://official.paymaya.com/d0ec/e6d83ecc Per DTI Fair Trade Permit No. FTEB-137356 Series of 2022",Ham,[],0,0,0,0,loading never rewarding purchase smart regular load via paymaya app get free allnet min unli allnet text day regular load valid year you still register data bundle subscribing promo exclusive paymaya app only february may get now urllink per dti fair trade permit no fteb series,Ham
"C0NGRATS! Ur number won P1M from Coca-Cola. To claim prize, pls call Atty. Reyes 09951234567. DTI#0921",Phishing,['Phishing'],0,0,0,1,cngrats ur number pm cocacola claim prize pls call atty reyes dti,Spam
Looking for extra income? Zalora needs 50 people for remote work. Register: bit.ly/secure-ph-805356,"Gambling Promotion, Phishing","['Gambling Promotion', 'Phishing']",0,1,0,1,looking extra income zalora need people remote work register urllink,Spam
Facebook Warning: Your page will be disabled. Appeal now at bit.ly/secure-ph-141314,Phishing,['Phishing'],0,0,0,1,facebook warning your page disabled appeal now urllink,Spam
"C0NGRATS! Ur number won iPhone 15 Pro from SM Supermalls. To claim prize, pls call Atty. Reyes 09177778888. DTI#0921",Phishing,['Phishing'],0,0,0,1,cngrats ur number iphone pro sm supermalls claim prize pls call atty reyes dti,Spam
10-Jul 14:46: UTANG NA LOAD approved. May 5 AllNet Texts ka na for 1 day. P5 will be deducted sa iyong next reload. Ref: 781055901635,Ham,[],0,0,0,0,jul utang load approved may allnet text ka day p deducted iyong next reload ref,Ham
